Date,Changed By,Change,Jira Ticket
2022-07-01,Kara Soghigian,"Fiserv DataSafe Core Integration Setup Fee, changed product code",
2022-07-01,Kara Soghigian,"Fiserv DataSafe Core Integration Annual Fee, changed product code",
2022-07-01,Kara Soghigian,"Fiserv Spectrum Core Integration Setup Fee, changed product code",
2022-07-01,Kara Soghigian,"Fiserv Spectrum Core Integration Annual Fee, changed product code",
2022-07-01,Kara Soghigian,"CUAnswers CUBase Core Integration Setup Fee, changed product code",
2022-07-01,Kara Soghigian,"CUAnswers CUBase Core Integration Annual Fee, changed product code",
2022-07-01,Kara Soghigian,"JHA Symitar Core Integration Setup Fee, changed product code",
2022-07-01,Kara Soghigian,"JHA Symitar Core Integration Annual Fee, changed product code",
2022-07-01,Kara Soghigian,"ShareOne New Solutions Core Integration Setup Fee, changed product code",
2022-07-01,Kara Soghigian,"ShareOne New Solutions Core Integration Annual Fee, changed product code",
2022-07-01,Kara Soghigian,"Access Softek Home Banking Setup Fee, changed product code",
2022-07-01,Kara Soghigian,"Access Softek Home Banking Annual Fee, changed product code",
2022-07-01,Kara Soghigian,"NCR Digital Insights Home Banking Setup Fee, changed product code",
2022-07-01,Kara Soghigian,"NCR Digital Insights Home Banking Annual Fee, changed product code",
2022-07-01,Kara Soghigian,"JHA NetTeller Home Banking Setup Fee, changed product code",
2022-07-01,Kara Soghigian,"JHA NetTeller Home Banking Annual Fee, changed product code",
2022-07-06,Ryan Mumphrey,Updated module tiers to eliminate #N/A error,
2022-07-06,Kara Soghigian,Cleaned up any discrepancies from 7/1 and 6/17 versions due to SharePoint sync error,
2022-07-29,Kara Soghigian,Added JHA MeridianLink Consumer - Business Module Tier 1 (1000-1999 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Consumer - Business Module Tier 2 (500-999 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Consumer - Business Module Tier 3 (250-499 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Consumer - Business Module Tier 4 (up to 249 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Consumer - Indirect Lending Module Tier 1 (8000+  apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Consumer - Indirect Lending Module Tier 2 (4000-7999 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Consumer - Indirect Lending Module Tier 3 (2000-3999 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Consumer - Indirect Lending Module Tier 4 (1000-1999 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Consumer - Indirect Lending Module Tier 5 (500-999 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Consumer - Indirect Lending Module Tier 6 (250-499 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Consumer - Indirect Lending Module Tier 7 (up to 249 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Consumer - Home Equity Module Tier 1 (1000-1999 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Consumer - Home Equity Module Tier 2 (500-999 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Consumer - Home Equity Module Tier 3 (250-499 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Consumer - Home Equity Module Tier 4 (up to 249 apps),
2022-07-29,Kara Soghigian,"Added JHA MeridianLink Portal Level 1 (96,000+ apps)",
2022-07-29,Kara Soghigian,"Added JHA MeridianLink Portal Level 2 (48,000-95,999 apps)",
2022-07-29,Kara Soghigian,"Added JHA MeridianLink Portal Level 3 (24,000-47,999 apps)",
2022-07-29,Kara Soghigian,"Added JHA MeridianLink Portal Level 4 (12,000-23,999 apps)",
2022-07-29,Kara Soghigian,"Added JHA MeridianLink Portal Level 5 (6000-11,999 apps)",
2022-07-29,Kara Soghigian,Added JHA MeridianLink Portal Level 6 (3000-5999 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Portal Level 7 (<3000 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Consumer - Consumer Module Tier 1 (8000+ apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Consumer - Consumer Module Tier 2 (4000-7999 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Consumer - Consumer Module Tier 3 (2000-3999 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Consumer - Consumer Module Tier 4 (1000-1999 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Consumer - Consumer Module Tier 5 (500-999 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Consumer - Consumer Module Tier 6 (250-499 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Consumer - Consumer Module Tier 7 (up to 249 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Opening Module Tier 1 (8000+ apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Opening Module Tier 2 (4000-7999 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Opening Module Tier 3 (2000-3999 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Opening Module Tier 4 (1000-1999 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Opening Module Tier 5 (500-999 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Opening Module Tier 6 (250-499 apps),
2022-07-29,Kara Soghigian,Added JHA MeridianLink Opening Module Tier 7 (up to 249 apps),
2022-07-29,Kara Soghigian,"Document Mapping (loans) - DecisionLender changed to SHARED item, Annual fee changed from $3655 to $3720",
2022-07-29,Kara Soghigian,Document Mapping (overage) - DecisionLender4 Consumer changed to SHARED item,
2022-07-29,Kara Soghigian,Document Mapping (overage) - DecisionLender4 Custom changed to SHARED item,
2022-07-29,Kara Soghigian,Added Auto Counter Offer (DecisionLender4),
2022-07-29,Kara Soghigian,Added Additional DecisionLender Sub-Lender,
2022-07-29,Kara Soghigian,Added eContracting Rule Validation Package,
2022-07-29,Kara Soghigian,DecisionLender Training Pricing changed from $280 to $275,
2022-07-29,Kara Soghigian,PS Hourly: 1-2 hours pricing changed from $555 to $550,
2022-07-29,Kara Soghigian,PS Hourly: 3-4 hours pricing changed from $1110.00 to $1100.00,
2022-07-29,Kara Soghigian,PS Hourly: 5+ hours pricing changed from $250 per hour to $275 per hour,
2022-07-29,Kara Soghigian,Added Reschedule Live Date (DecisionLender),
2022-07-29,Kara Soghigian,Removed Kelley Blue Book Used Car Values- duplicate of KBB Shared Item,
2022-07-29,Kara Soghigian,"Added Trade House Data Person Search Premium Non TazCloud User Tier 1 (20,000+ per month)",
2022-07-29,Kara Soghigian,"Added Trade House Data Person Search Premium Non TazCloud User Tier 2 (7,500-19,999 per month)",
2022-07-29,Kara Soghigian,"Added Trade House Data Person Search Premium Non TazCloud User Tier 3 (5,000-7,499 per month)",
2022-07-29,Kara Soghigian,"Added Trade House Data Person Search Premium Non TazCloud User Tier 4 (1,000-4,999 per month)",
2022-07-29,Kara Soghigian,"Added Trade House Data Person Search Premium Non TazCloud User Tier 5 (<1,000 per month)",
2022-07-29,Kara Soghigian,"Added Trade House Data Person Search Premium TazCloud User Tier 1 (20,000+ per month)",
2022-07-29,Kara Soghigian,"Added Trade House Data Person Search Premium TazCloud User Tier 2 (7,500-19,999 per month)",
2022-07-29,Kara Soghigian,"Added Trade House Data Person Search Premium TazCloud User Tier 3 (5,000-7,499 per month)",
2022-07-29,Kara Soghigian,"Added Trade House Data Person Search Premium TazCloud User Tier 4 (1,000-4,999 per month)",
2022-07-29,Kara Soghigian,"Added Trade House Data Person Search Premium TazCloud User Tier 5 (<1,000 per month)",
2022-07-29,Kara Soghigian,Added Certiifcation Program for Consumer,
2022-07-29,Kara Soghigian,Added Certification Retake Exam - Multiple-Choice for Consumer,
2022-07-29,Kara Soghigian,Added Certification Retake Exam - Practical for Consumer,
2022-07-29,Kara Soghigian,Added Certification Training Bundle for Consumer,
2022-07-29,Kara Soghigian,Engage - Card Module Tier 2 changed tier from $250M-$1B AUM to $500M-$1B AUM,
